schema_version,file_id,segment_id,start_sec,end_sec,segment_duration_sec,known_origin_label,known_manipulation_labels,segment_label_source,has_true_timestamp_labels,usable_for_supervised_segment_training,timestamp_segment_label,training_label_available,max_fabricated_overlap_sec,max_fabricated_overlap_ratio,total_fabricated_overlap_sec,acoustic_distance_from_outside_baseline,ssl_distance_from_outside_baseline,acoustic_distance_from_fabricated_baseline,ssl_distance_from_fabricated_baseline,combined_distance_from_outside_baseline,combined_distance_from_fabricated_baseline,combined_inside_outside_margin,file_level_combined_inside_outside_separation,within_file_acoustic_deviation_score,within_file_ssl_deviation_score,combined_within_file_deviation_score,neighbor_acoustic_transition_score,neighbor_ssl_transition_score,combined_neighbor_transition_score,localization_candidate_rank_within_file,candidate_reason,candidate_type,allowed_use
phase8e2_v1,phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0000,0.0,4.0,4.0,mixed,edited_spliced;partial_fabrication,file_level_inherited,true,true,outside_fabricated_region,true,,,,2.664828327758123,0.7473938428804491,3.8446251731189385,1.2695341512885696,1.706111085319286,2.557079662203754,-0.8509685768844679,-1.5477662854106122,0.9090909090909091,0.48484848484848486,0.696969696969697,0.7424242424242424,0.6515151515151515,0.696969696969697,9.0,not in top candidate ranks for this file,not_top_candidate,supervised_training_candidate
phase8e2_v1,phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0001,2.0,6.0,4.0,mixed,edited_spliced;partial_fabrication,file_level_inherited,true,true,outside_fabricated_region,true,,,,0.9987842229411313,0.7373716113173039,6.032250510770433,1.3458480072402932,0.8680779171292177,3.689049259005363,-2.8209713418761453,-1.5477662854106122,1.0,0.3939393939393939,0.696969696969697,0.7424242424242424,0.6515151515151515,0.696969696969697,17.0,not in top candidate ranks for this file,not_top_candidate,supervised_training_candidate
phase8e2_v1,phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0002,4.0,8.0,4.0,mixed,edited_spliced;partial_fabrication,file_level_inherited,true,true,outside_fabricated_region,true,,,,0.9045009564460914,0.7477527335623918,5.126842194023538,1.3023500101613559,0.8261268450042416,3.2145961020924467,-2.388469257088205,-1.5477662854106122,0.9393939393939394,0.5151515151515151,0.7272727272727273,0.6060606060606061,0.030303030303030304,0.3181818181818182,12.0,not in top candidate ranks for this file,not_top_candidate,supervised_training_candidate
phase8e2_v1,phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0003,6.0,10.0,4.0,mixed,edited_spliced;partial_fabrication,file_level_inherited,true,true,outside_fabricated_region,true,,,,0.7681424237992363,0.519427263102369,5.061267887818069,1.1555239792102483,0.6437848434508027,3.1083959335141587,-2.464611090063356,-1.5477662854106122,0.7575757575757576,0.030303030303030304,0.3939393939393939,0.3484848484848485,0.3484848484848485,0.3484848484848485,22.0,not in top candidate ranks for this file,not_top_candidate,supervised_training_candidate
phase8e2_v1,phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0004,8.0,12.0,4.0,mixed,edited_spliced;partial_fabrication,file_level_inherited,true,true,outside_fabricated_region,true,,,,0.5219568731915425,0.7684081142146567,5.535646372101702,1.3564523098226406,0.6451824937030997,3.4460493409621713,-2.800866847259072,-1.5477662854106122,0.9696969696969697,0.6363636363636364,0.803030303030303,0.3484848484848485,0.3484848484848485,0.3484848484848485,23.0,not in top candidate ranks for this file,not_top_candidate,supervised_training_candidate
phase8e2_v1,phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0005,10.0,14.0,4.0,mixed,edited_spliced;partial_fabrication,file_level_inherited,true,true,outside_fabricated_region,true,,,,0.45807644528307256,0.5782123588834585,5.350210784824218,1.2687279473568411,0.5181444020832655,3.3094693660905294,-2.7913249640072637,-1.5477662854106122,0.7878787878787878,0.15151515151515152,0.46969696969696967,0.9393939393939394,0.7424242424242424,0.8409090909090909,18.0,not in top candidate ranks for this file,not_top_candidate,supervised_training_candidate
phase8e2_v1,phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0006,12.0,16.0,4.0,mixed,edited_spliced;partial_fabrication,file_level_inherited,true,true,outside_fabricated_region,true,,,,7.466409792165962,0.8678045853106328,4.13064545526429,1.3214374611325435,4.1671071887382976,2.7260414581984165,1.441065730539881,-1.5477662854106122,0.8181818181818182,0.7575757575757576,0.7878787878787878,0.9848484848484849,0.7424242424242424,0.8636363636363636,2.0,"deviation, transition, and inside/outside margins are jointly high",combined_localization_candidate,supervised_training_candidate
phase8e2_v1,phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0007,14.0,18.0,4.0,mixed,edited_spliced;partial_fabrication,file_level_inherited,true,true,outside_fabricated_region,true,,,,1.0681475993489338,0.9289466237643537,4.750415714629109,1.4034957435357687,0.9985471115566438,3.0769557290824388,-2.078408617525795,-1.5477662854106122,0.6363636363636364,0.7878787878787878,0.7121212121212122,0.9848484848484849,0.9393939393939394,0.9621212121212122,5.0,both deviation and transition indicators are high,both_deviation_and_transition,supervised_training_candidate
phase8e2_v1,phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0008,16.0,20.0,4.0,mixed,edited_spliced;partial_fabrication,file_level_inherited,true,true,fabricated_region,true,1.975999999999999,0.4939999999999998,1.975999999999999,1.4443961485551216,2.358620166243194,4.362707759040833,2.3191048721120464,1.901508157399158,3.34090631557644,-1.4393981581772821,-1.5477662854106122,0.15151515151515152,1.0,0.5757575757575758,0.8939393939393939,0.9848484848484849,0.9393939393939394,6.0,not in top candidate ranks for this file,not_top_candidate,supervised_training_candidate
phase8e2_v1,phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0009,18.0,22.0,4.0,mixed,edited_spliced;partial_fabrication,file_level_inherited,true,true,fabricated_region,true,3.975999999999999,0.9939999999999998,3.975999999999999,4.454785574783885,1.4257757063284597,0.7592643764462056,0.7666258511638188,2.940280640556172,0.7629451138050122,2.17733552675116,-1.5477662854106122,0.45454545454545453,0.9393939393939394,0.696969696969697,0.8939393939393939,0.9848484848484849,0.9393939393939394,1.0,"deviation, transition, and inside/outside margins are jointly high",combined_localization_candidate,supervised_training_candidate
