file_id,segment_id,start_sec,end_sec,candidate_rank_within_file,candidate_type,timestamp_segment_label,combined_within_file_deviation_score,combined_neighbor_transition_score,combined_inside_outside_margin,max_fabricated_overlap_ratio,candidate_reason,evidence_type,training_label_available,allowed_use
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0009,18.0,22.0,1.0,combined_localization_candidate,fabricated_region,0.696969696969697,0.9393939393939394,2.17733552675116,0.9939999999999998,"deviation, transition, and inside/outside margins are jointly high",localized_anomaly_indicator,true,supervised_training_candidate
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0006,12.0,16.0,2.0,combined_localization_candidate,outside_fabricated_region,0.7878787878787878,0.8636363636363636,1.441065730539881,,"deviation, transition, and inside/outside margins are jointly high",localized_anomaly_indicator,true,supervised_training_candidate
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0012,24.0,28.0,3.0,combined_localization_candidate,fabricated_region,0.696969696969697,0.8409090909090908,2.8483332732950135,0.9545000000000003,"deviation, transition, and inside/outside margins are jointly high",localized_anomaly_indicator,true,supervised_training_candidate
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0013,26.0,30.0,4.0,combined_localization_candidate,fabricated_region,0.6515151515151516,0.8636363636363636,1.1485725665917759,0.45450000000000035,"deviation, transition, and inside/outside margins are jointly high",localized_anomaly_indicator,true,supervised_training_candidate
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0007,14.0,18.0,5.0,both_deviation_and_transition,outside_fabricated_region,0.7121212121212122,0.9621212121212122,-2.078408617525795,,both deviation and transition indicators are high,localized_anomaly_indicator,true,supervised_training_candidate
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0008,16.0,20.0,6.0,not_top_candidate,fabricated_region,0.5757575757575758,0.9393939393939394,-1.4393981581772821,0.4939999999999998,not in top candidate ranks for this file,localized_anomaly_indicator,true,supervised_training_candidate
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0011,22.0,26.0,7.0,not_top_candidate,fabricated_region,0.8939393939393939,0.3787878787878788,2.8935381150150725,1.0,not in top candidate ranks for this file,localized_anomaly_indicator,true,supervised_training_candidate
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0010,20.0,24.0,8.0,not_top_candidate,fabricated_region,0.7575757575757576,0.5606060606060606,2.838088843800712,1.0,not in top candidate ranks for this file,localized_anomaly_indicator,true,supervised_training_candidate
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0000,0.0,4.0,9.0,not_top_candidate,outside_fabricated_region,0.696969696969697,0.696969696969697,-0.8509685768844679,,not in top candidate ranks for this file,localized_anomaly_indicator,true,supervised_training_candidate
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0032,64.0,66.114,10.0,not_top_candidate,outside_fabricated_region,0.5454545454545454,0.6136363636363636,-1.8832388590016385,,not in top candidate ranks for this file,localized_anomaly_indicator,true,supervised_training_candidate
