chunk_index,start_time,end_time,vad_kept,speech_ratio,evaluated,spoof_probability,attack_probs,attack_type,env_features
0,0.0,4.0,True,0.4937655860349127,True,0.9720721244812012,"[0.008211521431803703, 0.9917623996734619, 2.1082636521896347e-05, 5.007565050618723e-06]",synthesis,"{'rt60': 0.0, 'drr': 0.18655337393283844, 'snr': 12.136837005615234, 'background_level': -32.036067962646484, 'silence_ratio': 0.10317460317460317, 'spectral_tilt': -0.9367319555053515, 'spectral_flatness': 0.01966765709221363, 'spectral_rolloff': 3441.530257936508, 'cleanliness_score': 0.0, 'high_freq_content': 0.007587247993797064, 'background_consistency': 0.660499095916748, 'env_stability': 1.0}"
1,3.0,7.0,True,0.6583541147132169,True,0.03527754545211792,"[0.8846720457077026, 0.11379922181367874, 0.0005856133066117764, 0.0009431471698917449]",bonafide,"{'rt60': 0.0, 'drr': 0.17591281235218048, 'snr': 7.304421424865723, 'background_level': -27.92755126953125, 'silence_ratio': 0.10317460317460317, 'spectral_tilt': -0.7696878761975858, 'spectral_flatness': 0.034524306654930115, 'spectral_rolloff': 3609.126984126984, 'cleanliness_score': 0.0, 'high_freq_content': 0.029144084081053734, 'background_consistency': 0.9790031313896179, 'env_stability': 0.5}"
2,6.0,10.0,True,0.49875311720698257,True,0.027559099718928337,"[0.8541162610054016, 0.14162635803222656, 4.695684037869796e-05, 0.004210440441966057]",bonafide,"{'rt60': 0.768, 'drr': 0.2730008363723755, 'snr': 20.002586364746094, 'background_level': -61.94040298461914, 'silence_ratio': 0.10317460317460317, 'spectral_tilt': -0.5285586603082274, 'spectral_flatness': 0.052791349589824677, 'spectral_rolloff': 3879.9603174603176, 'cleanliness_score': 0.15, 'high_freq_content': 0.06902135163545609, 'background_consistency': 0.5061951279640198, 'env_stability': 0.5}"
3,9.0,13.0,True,0.4837905236907731,True,0.10889766365289688,"[0.6013573408126831, 0.388834685087204, 0.0016507671680301428, 0.008157162927091122]",bonafide,"{'rt60': 0.736, 'drr': 0.280485063791275, 'snr': 16.3155517578125, 'background_level': -36.53619384765625, 'silence_ratio': 0.10317460317460317, 'spectral_tilt': -0.8280037849193559, 'spectral_flatness': 0.028810929507017136, 'spectral_rolloff': 3140.0049603174602, 'cleanliness_score': 0.0, 'high_freq_content': 0.028101671487092972, 'background_consistency': 0.5030544996261597, 'env_stability': 0.5}"
4,12.0,16.0,True,0.6807980049875312,True,0.33236458897590637,"[0.5269036889076233, 0.3013956844806671, 0.0008070032927207649, 0.1708936095237732]",bonafide,"{'rt60': 0.0, 'drr': 0.18243202567100525, 'snr': 6.5305495262146, 'background_level': -27.031265258789062, 'silence_ratio': 0.10317460317460317, 'spectral_tilt': -0.9844627520134699, 'spectral_flatness': 0.009604404680430889, 'spectral_rolloff': 3198.1646825396824, 'cleanliness_score': 0.0, 'high_freq_content': 0.004688109736889601, 'background_consistency': 0.9793439507484436, 'env_stability': 1.0}"
5,15.0,19.0,True,0.6783042394014963,True,0.6842640042304993,"[0.17966237664222717, 0.0002674864954315126, 4.5378318880295865e-09, 0.820070207118988]",replay,"{'rt60': 0.0, 'drr': 0.1882806271314621, 'snr': 7.94771671295166, 'background_level': -25.746915817260742, 'silence_ratio': 0.10317460317460317, 'spectral_tilt': -1.0695863451668104, 'spectral_flatness': 0.010652637109160423, 'spectral_rolloff': 2969.7420634920636, 'cleanliness_score': 0.0, 'high_freq_content': 0.0023791734129190445, 'background_consistency': 0.6844364404678345, 'env_stability': 1.0}"
6,18.0,22.0,True,0.7406483790523691,True,0.37236255407333374,"[0.19004639983177185, 0.7649774551391602, 0.002818854758515954, 0.04215734079480171]",synthesis,"{'rt60': 0.0, 'drr': 0.22344870865345, 'snr': 5.932767868041992, 'background_level': -26.294689178466797, 'silence_ratio': 0.10317460317460317, 'spectral_tilt': -1.059087391163389, 'spectral_flatness': 0.008306387811899185, 'spectral_rolloff': 3038.814484126984, 'cleanliness_score': 0.0, 'high_freq_content': 0.0056863282807171345, 'background_consistency': 0.8346696496009827, 'env_stability': 1.0}"
7,21.0,25.0,True,0.6209476309226932,True,0.9743616580963135,"[0.0068970308639109135, 0.9930863380432129, 1.5505425835726783e-05, 1.2336041663729702e-06]",synthesis,"{'rt60': 0.0, 'drr': 0.2368847131729126, 'snr': 6.37125301361084, 'background_level': -27.24231719970703, 'silence_ratio': 0.10317460317460317, 'spectral_tilt': -1.086586033349624, 'spectral_flatness': 0.012339016422629356, 'spectral_rolloff': 2987.97123015873, 'cleanliness_score': 0.0, 'high_freq_content': 0.004102855455130339, 'background_consistency': 0.9335539937019348, 'env_stability': 1.0}"
8,24.0,28.0,True,0.6583541147132169,True,0.7417675852775574,"[0.06916868686676025, 0.9263709783554077, 0.0011322916252538562, 0.003327990183606744]",synthesis,"{'rt60': 0.0, 'drr': 0.2037665992975235, 'snr': 5.897617340087891, 'background_level': -27.215662002563477, 'silence_ratio': 0.10317460317460317, 'spectral_tilt': -1.0268629930763549, 'spectral_flatness': 0.013614595867693424, 'spectral_rolloff': 3242.373511904762, 'cleanliness_score': 0.0, 'high_freq_content': 0.005641144700348377, 'background_consistency': 0.9901662468910217, 'env_stability': 1.0}"
9,27.0,31.0,True,0.5810473815461347,True,0.41128820180892944,"[0.18512026965618134, 0.775589108467102, 0.0031572983134537935, 0.036133360117673874]",synthesis,"{'rt60': 0.0, 'drr': 0.26976943016052246, 'snr': 8.224717140197754, 'background_level': -27.982263565063477, 'silence_ratio': 0.10317460317460317, 'spectral_tilt': -0.8944992752211168, 'spectral_flatness': 0.02486240863800049, 'spectral_rolloff': 3572.7306547619046, 'cleanliness_score': 0.0, 'high_freq_content': 0.009544569067656994, 'background_consistency': 0.8883519768714905, 'env_stability': 1.0}"
10,30.0,34.0,True,0.6807980049875312,True,0.9749884009361267,"[0.09225193411111832, 0.8676029443740845, 4.3289816176184104e-07, 0.04014476016163826]",synthesis,"{'rt60': 0.0, 'drr': 0.19122838973999023, 'snr': 8.612573623657227, 'background_level': -26.929584503173828, 'silence_ratio': 0.10317460317460317, 'spectral_tilt': -1.0096799757295531, 'spectral_flatness': 0.014655634760856628, 'spectral_rolloff': 3128.2242063492063, 'cleanliness_score': 0.0, 'high_freq_content': 0.0031398884020745754, 'background_consistency': 0.7904034852981567, 'env_stability': 1.0}"
11,33.0,37.0,True,0.5985037406483791,True,0.8827820420265198,"[0.03141511231660843, 0.9677979946136475, 0.0003773485659621656, 0.0004096080083400011]",synthesis,"{'rt60': 0.0, 'drr': 0.23581743240356445, 'snr': 9.072019577026367, 'background_level': -29.254844665527344, 'silence_ratio': 0.10317460317460317, 'spectral_tilt': -1.0035223876446657, 'spectral_flatness': 0.014894536696374416, 'spectral_rolloff': 3214.719742063492, 'cleanliness_score': 0.0, 'high_freq_content': 0.005986789241433144, 'background_consistency': 0.9891778230667114, 'env_stability': 1.0}"
12,36.0,40.0,True,0.655860349127182,True,0.6271523237228394,"[0.14959505200386047, 0.8126615881919861, 0.0009759981767274439, 0.03676740452647209]",synthesis,"{'rt60': 0.0, 'drr': 0.2813623547554016, 'snr': 6.253521919250488, 'background_level': -26.451831817626953, 'silence_ratio': 0.10317460317460317, 'spectral_tilt': -0.8510349824235331, 'spectral_flatness': 0.02296607755124569, 'spectral_rolloff': 3734.747023809524, 'cleanliness_score': 0.0, 'high_freq_content': 0.012593557126820087, 'background_consistency': 0.9460011124610901, 'env_stability': 1.0}"
