file_id,segment_id,audio_path,segment_probability
phase7c1_collection_manifest_000000_ai_001_direct,phase7c1_collection_manifest_000000_ai_001_direct_w0000,data/phase7c1/raw/ai_direct/ai_001_direct.wav,0.9203714427922229
phase7c1_collection_manifest_000000_ai_001_direct,phase7c1_collection_manifest_000000_ai_001_direct_w0001,data/phase7c1/raw/ai_direct/ai_001_direct.wav,0.9885827822338016
phase7c1_collection_manifest_000000_ai_001_direct,phase7c1_collection_manifest_000000_ai_001_direct_w0002,data/phase7c1/raw/ai_direct/ai_001_direct.wav,0.769231091816383
phase7c1_collection_manifest_000000_ai_001_direct,phase7c1_collection_manifest_000000_ai_001_direct_w0003,data/phase7c1/raw/ai_direct/ai_001_direct.wav,0.9442847048321368
phase7c1_collection_manifest_000000_ai_001_direct,phase7c1_collection_manifest_000000_ai_001_direct_w0004,data/phase7c1/raw/ai_direct/ai_001_direct.wav,0.9949457839481025
phase7c1_collection_manifest_000000_ai_001_direct,phase7c1_collection_manifest_000000_ai_001_direct_w0005,data/phase7c1/raw/ai_direct/ai_001_direct.wav,0.9598103951811628
phase7c1_collection_manifest_000000_ai_001_direct,phase7c1_collection_manifest_000000_ai_001_direct_w0006,data/phase7c1/raw/ai_direct/ai_001_direct.wav,0.9567560803657814
phase7c1_collection_manifest_000000_ai_001_direct,phase7c1_collection_manifest_000000_ai_001_direct_w0007,data/phase7c1/raw/ai_direct/ai_001_direct.wav,0.8472237628642949
phase7c1_collection_manifest_000000_ai_001_direct,phase7c1_collection_manifest_000000_ai_001_direct_w0008,data/phase7c1/raw/ai_direct/ai_001_direct.wav,0.5062313555056396
phase7c1_collection_manifest_000000_ai_001_direct,phase7c1_collection_manifest_000000_ai_001_direct_w0009,data/phase7c1/raw/ai_direct/ai_001_direct.wav,0.8887918881221599
phase7c1_collection_manifest_000000_ai_001_direct,phase7c1_collection_manifest_000000_ai_001_direct_w0010,data/phase7c1/raw/ai_direct/ai_001_direct.wav,0.9994967472823244
phase7c1_collection_manifest_000000_ai_001_direct,phase7c1_collection_manifest_000000_ai_001_direct_w0011,data/phase7c1/raw/ai_direct/ai_001_direct.wav,0.9943691967651294
phase7c1_collection_manifest_000000_ai_001_direct,phase7c1_collection_manifest_000000_ai_001_direct_w0012,data/phase7c1/raw/ai_direct/ai_001_direct.wav,0.9912312808176804
phase7c1_collection_manifest_000000_ai_001_direct,phase7c1_collection_manifest_000000_ai_001_direct_w0013,data/phase7c1/raw/ai_direct/ai_001_direct.wav,0.9659178617306136
phase7c1_collection_manifest_000000_ai_001_direct,phase7c1_collection_manifest_000000_ai_001_direct_w0014,data/phase7c1/raw/ai_direct/ai_001_direct.wav,0.967661151094476
phase7c1_collection_manifest_000000_ai_001_direct,phase7c1_collection_manifest_000000_ai_001_direct_w0015,data/phase7c1/raw/ai_direct/ai_001_direct.wav,0.9515709195513612
phase7c1_collection_manifest_000000_ai_001_direct,phase7c1_collection_manifest_000000_ai_001_direct_w0016,data/phase7c1/raw/ai_direct/ai_001_direct.wav,0.9974400217741736
