file_id,segment_id,start_sec,end_sec,partial_segment_probability,partial_segment_threshold_candidate,partial_segment_evidence_label,partial_segment_evidence_strength,candidate_rank_within_file,candidate_type,timestamp_segment_label,manual_review_candidate,segment_report_note
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0000,0.0,4.0,0.0152130112622409,0.25,low_partial_segment_indicator,low,,,,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0001,2.0,6.0,0.0275609751467364,0.25,low_partial_segment_indicator,low,,,,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0002,4.0,8.0,0.0127452314012517,0.25,low_partial_segment_indicator,low,,,,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0003,6.0,10.0,0.0004578694309631,0.25,low_partial_segment_indicator,low,,,,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0004,8.0,12.0,0.418564499584253,0.25,elevated_partial_segment_indicator,moderate,,,,true,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0005,10.0,14.0,0.0572256575633341,0.25,low_partial_segment_indicator,low,18.0,not_top_candidate,outside_fabricated_region,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0006,12.0,16.0,0.956722650668875,0.25,elevated_partial_segment_indicator,high,2.0,combined_localization_candidate,outside_fabricated_region,true,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0007,14.0,18.0,0.4704149710460525,0.25,elevated_partial_segment_indicator,high,5.0,both_deviation_and_transition,outside_fabricated_region,true,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0008,16.0,20.0,0.999198100146881,0.25,elevated_partial_segment_indicator,high,6.0,not_top_candidate,fabricated_region,true,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0009,18.0,22.0,0.995479913896988,0.25,elevated_partial_segment_indicator,high,1.0,combined_localization_candidate,fabricated_region,true,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0010,20.0,24.0,0.9993731806964684,0.25,elevated_partial_segment_indicator,high,8.0,not_top_candidate,fabricated_region,true,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0011,22.0,26.0,0.9974089393262447,0.25,elevated_partial_segment_indicator,high,7.0,not_top_candidate,fabricated_region,true,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0012,24.0,28.0,0.9743320116833604,0.25,elevated_partial_segment_indicator,high,3.0,combined_localization_candidate,fabricated_region,true,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0013,26.0,30.0,0.9933645680363106,0.25,elevated_partial_segment_indicator,high,4.0,combined_localization_candidate,fabricated_region,true,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0014,28.0,32.0,0.091668998422411,0.25,low_partial_segment_indicator,low,11.0,not_top_candidate,outside_fabricated_region,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0015,30.0,34.0,0.1340863385608216,0.25,low_partial_segment_indicator,low,,,,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0016,32.0,36.0,0.0024759757877716,0.25,low_partial_segment_indicator,low,,,,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0017,34.0,38.0,0.0010893165897388,0.25,low_partial_segment_indicator,low,,,,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0018,36.0,40.0,0.0007670341498733,0.25,low_partial_segment_indicator,low,,,,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0019,38.0,42.0,0.000322430250633,0.25,low_partial_segment_indicator,low,,,,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0020,40.0,44.0,0.0021176869704861,0.25,low_partial_segment_indicator,low,,,,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0021,42.0,46.0,0.0739593616368781,0.25,low_partial_segment_indicator,low,,,,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0022,44.0,48.0,0.0236346182007748,0.25,low_partial_segment_indicator,low,,,,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0023,46.0,50.0,0.5779206156899479,0.25,elevated_partial_segment_indicator,high,,,,true,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0024,48.0,52.0,0.0041340660976611,0.25,low_partial_segment_indicator,low,,,,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0025,50.0,54.0,0.0004125339368193,0.25,low_partial_segment_indicator,low,,,,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0026,52.0,56.0,0.0072092658746393,0.25,low_partial_segment_indicator,low,,,,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0027,54.0,58.0,0.1385316939654055,0.25,low_partial_segment_indicator,low,,,,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0028,56.0,60.0,0.0058340969595196,0.25,low_partial_segment_indicator,low,,,,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0029,58.0,62.0,0.000140592386217,0.25,low_partial_segment_indicator,low,,,,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0030,60.0,64.0,0.1372149911036665,0.25,low_partial_segment_indicator,low,,,,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0031,62.0,66.0,0.0005321227642173,0.25,low_partial_segment_indicator,low,,,,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000001_ai_001_fabricated,phase7c1_collection_manifest_000001_ai_001_fabricated_w0032,64.0,66.114,0.3621503356368034,0.25,elevated_partial_segment_indicator,moderate,,,,true,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000009_ai_002_fabricated,phase7c1_collection_manifest_000009_ai_002_fabricated_w0000,0.0,4.0,2.4206881425985038e-05,0.25,low_partial_segment_indicator,low,,,,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000009_ai_002_fabricated,phase7c1_collection_manifest_000009_ai_002_fabricated_w0001,2.0,6.0,0.0012859543817269,0.25,low_partial_segment_indicator,low,,,,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000009_ai_002_fabricated,phase7c1_collection_manifest_000009_ai_002_fabricated_w0002,4.0,8.0,0.0120697097233017,0.25,low_partial_segment_indicator,low,,,,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000009_ai_002_fabricated,phase7c1_collection_manifest_000009_ai_002_fabricated_w0003,6.0,10.0,0.0002392891735531,0.25,low_partial_segment_indicator,low,,,,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000009_ai_002_fabricated,phase7c1_collection_manifest_000009_ai_002_fabricated_w0004,8.0,12.0,0.0002243970631932,0.25,low_partial_segment_indicator,low,,,,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000009_ai_002_fabricated,phase7c1_collection_manifest_000009_ai_002_fabricated_w0005,10.0,14.0,0.0005230276138134,0.25,low_partial_segment_indicator,low,,,,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000009_ai_002_fabricated,phase7c1_collection_manifest_000009_ai_002_fabricated_w0006,12.0,16.0,0.0023567710968923,0.25,low_partial_segment_indicator,low,,,,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000009_ai_002_fabricated,phase7c1_collection_manifest_000009_ai_002_fabricated_w0007,14.0,18.0,0.0349129139103157,0.25,low_partial_segment_indicator,low,,,,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000009_ai_002_fabricated,phase7c1_collection_manifest_000009_ai_002_fabricated_w0008,16.0,20.0,0.0357317120358241,0.25,low_partial_segment_indicator,low,,,,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000009_ai_002_fabricated,phase7c1_collection_manifest_000009_ai_002_fabricated_w0009,18.0,22.0,0.000372992113581,0.25,low_partial_segment_indicator,low,,,,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000009_ai_002_fabricated,phase7c1_collection_manifest_000009_ai_002_fabricated_w0010,20.0,24.0,0.1724499528942272,0.25,low_partial_segment_indicator,borderline,,,,true,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000009_ai_002_fabricated,phase7c1_collection_manifest_000009_ai_002_fabricated_w0011,22.0,26.0,0.0983231216798059,0.25,low_partial_segment_indicator,low,,,,false,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000009_ai_002_fabricated,phase7c1_collection_manifest_000009_ai_002_fabricated_w0012,24.0,28.0,0.1992254540813059,0.25,low_partial_segment_indicator,borderline,,,,true,experimental candidate segment indicator; does not by itself prove fabrication
phase7c1_collection_manifest_000009_ai_002_fabricated,phase7c1_collection_manifest_000009_ai_002_fabricated_w0013,26.0,30.0,0.160114328485683,0.25,low_partial_segment_indicator,borderline,,,,true,experimental candidate segment indicator; does not by itself prove fabrication
