chunk_index,start_time,end_time,vad_kept,speech_ratio,evaluated,spoof_probability,attack_probs,attack_type,env_features
0,0.0,4.0,True,0.655860349127182,True,0.7423750758171082,"[0.06713981181383133, 0.9277420043945312, 0.004718559794127941, 0.0003996179439127445]",synthesis,"{'rt60': 0.0, 'drr': 0.18814656138420105, 'snr': 11.04674243927002, 'background_level': -28.230924606323242, 'silence_ratio': 0.10317460317460317, 'spectral_tilt': -0.7843460237582541, 'spectral_flatness': 0.02602834440767765, 'spectral_rolloff': 3779.0798611111113, 'cleanliness_score': 0.0, 'high_freq_content': 0.06974892318248749, 'background_consistency': 0.5341687202453613, 'env_stability': 0.5}"
1,3.0,7.0,True,0.7406483790523691,True,0.2324843406677246,"[0.5789240002632141, 0.04435935243964195, 0.00018740686937235296, 0.37652912735939026]",bonafide,"{'rt60': 0.0, 'drr': 0.15896400809288025, 'snr': 7.942228317260742, 'background_level': -24.532859802246094, 'silence_ratio': 0.10317460317460317, 'spectral_tilt': -0.8916028571179323, 'spectral_flatness': 0.010407844558358192, 'spectral_rolloff': 3121.341765873016, 'cleanliness_score': 0.0, 'high_freq_content': 0.012369499541819096, 'background_consistency': 0.9622639417648315, 'env_stability': 1.0}"
2,6.0,10.0,True,0.685785536159601,True,0.23633994162082672,"[0.3378385305404663, 0.6242501735687256, 0.004115882329642773, 0.0337953083217144]",synthesis,"{'rt60': 0.0, 'drr': 0.16501320898532867, 'snr': 9.565858840942383, 'background_level': -25.459636688232422, 'silence_ratio': 0.10317460317460317, 'spectral_tilt': -0.8806840259299263, 'spectral_flatness': 0.013011559844017029, 'spectral_rolloff': 3026.0416666666665, 'cleanliness_score': 0.0, 'high_freq_content': 0.01518796943128109, 'background_consistency': 0.8368313312530518, 'env_stability': 0.5}"
3,9.0,13.0,True,0.7481296758104738,True,0.02525085024535656,"[0.9133272767066956, 0.08536849170923233, 0.0005685070063918829, 0.0007357027498073876]",bonafide,"{'rt60': 0.0, 'drr': 0.17117300629615784, 'snr': 8.373960494995117, 'background_level': -24.605724334716797, 'silence_ratio': 0.10317460317460317, 'spectral_tilt': -0.6846559450119833, 'spectral_flatness': 0.027036171406507492, 'spectral_rolloff': 3713.6656746031745, 'cleanliness_score': 0.0, 'high_freq_content': 0.038745418190956116, 'background_consistency': 0.9721522927284241, 'env_stability': 0.5}"
4,12.0,16.0,True,0.5311720698254364,True,0.0006811710773035884,"[0.9994059801101685, 0.0005895558861084282, 7.700841706537176e-07, 3.7026804875495145e-06]",bonafide,"{'rt60': 0.0, 'drr': 0.228585347533226, 'snr': 15.924402236938477, 'background_level': -35.69136428833008, 'silence_ratio': 0.10317460317460317, 'spectral_tilt': -0.6915424886891446, 'spectral_flatness': 0.04110454022884369, 'spectral_rolloff': 4016.4310515873017, 'cleanliness_score': 0.0, 'high_freq_content': 0.04207652807235718, 'background_consistency': 0.799344539642334, 'env_stability': 0.5}"
5,15.0,19.0,True,0.4912718204488778,True,4.005332243650628e-07,"[1.0, 4.651878708628043e-12, 5.175554941819762e-17, 1.2066054752568611e-11]",bonafide,"{'rt60': 0.0, 'drr': 0.15893881022930145, 'snr': 21.584163665771484, 'background_level': -58.67433547973633, 'silence_ratio': 0.10317460317460317, 'spectral_tilt': -0.8268568952803229, 'spectral_flatness': 0.028835870325565338, 'spectral_rolloff': 3851.500496031746, 'cleanliness_score': 0.0, 'high_freq_content': 0.02563922293484211, 'background_consistency': 0.505226731300354, 'env_stability': 0.5}"
6,18.0,22.0,True,0.6159600997506235,True,0.02701479196548462,"[0.9334400296211243, 0.06560181081295013, 0.00033235453884117305, 0.000625789980404079]",bonafide,"{'rt60': 0.0, 'drr': 0.14904719591140747, 'snr': 12.385048866271973, 'background_level': -32.0769157409668, 'silence_ratio': 0.10317460317460317, 'spectral_tilt': -0.672293755589726, 'spectral_flatness': 0.025563303381204605, 'spectral_rolloff': 3881.3244047619046, 'cleanliness_score': 0.0, 'high_freq_content': 0.08412988483905792, 'background_consistency': 0.9564654231071472, 'env_stability': 0.5}"
7,21.0,25.0,True,0.5511221945137157,True,2.355261858610902e-05,"[0.9999985694885254, 1.4089614523982164e-06, 2.452096026228645e-10, 7.054975270648356e-09]",bonafide,"{'rt60': 0.0, 'drr': 0.14133162796497345, 'snr': 22.31439781188965, 'background_level': -53.751853942871094, 'silence_ratio': 0.10317460317460317, 'spectral_tilt': -0.8974830252549816, 'spectral_flatness': 0.02413356304168701, 'spectral_rolloff': 3418.464781746032, 'cleanliness_score': 0.0, 'high_freq_content': 0.016421684995293617, 'background_consistency': 0.5367599725723267, 'env_stability': 0.5}"
8,24.0,28.0,True,0.5685785536159601,True,0.00012681477528531104,"[0.9999041557312012, 9.498281724518165e-05, 5.999515906296438e-08, 6.759632356079237e-07]",bonafide,"{'rt60': 0.0, 'drr': 0.15412957966327667, 'snr': 15.034244537353516, 'background_level': -34.669105529785156, 'silence_ratio': 0.10317460317460317, 'spectral_tilt': -0.7338711217628653, 'spectral_flatness': 0.03952527418732643, 'spectral_rolloff': 4209.387400793651, 'cleanliness_score': 0.0, 'high_freq_content': 0.03979385271668434, 'background_consistency': 0.8767802119255066, 'env_stability': 0.5}"
9,27.0,31.0,True,0.5062344139650873,True,0.050611432641744614,"[0.7903543710708618, 0.20637769997119904, 0.0013372903922572732, 0.001930604106746614]",bonafide,"{'rt60': 0.0, 'drr': 0.1736142337322235, 'snr': 13.816967010498047, 'background_level': -33.14432907104492, 'silence_ratio': 0.10317460317460317, 'spectral_tilt': -0.7639508419048949, 'spectral_flatness': 0.029414180666208267, 'spectral_rolloff': 4053.9434523809523, 'cleanliness_score': 0.0, 'high_freq_content': 0.03046194463968277, 'background_consistency': 0.9433713555335999, 'env_stability': 0.5}"
