level,comparison_name,level_a,level_b,feature,group_a_count,group_b_count,group_a_mean,group_b_mean,group_a_median,group_b_median,abs_mean_difference,effect_size,missing_percent,direction,interpretation_note
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,rms_mean,23,23,0.07414628186521739,0.06676988434782608,0.080683514,0.073115021,0.007376397517391317,0.32797580116428593,0.0,higher_in_group_a,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,rms_std,23,23,0.043057309073913044,0.04992753865217391,0.040628731,0.051923383,0.006870229578260868,0.41338359618252535,0.0,higher_in_group_b,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,rms_min,23,23,0.00024075924756521738,0.00012519929930434785,2.4084316e-05,3.1313091e-05,0.00011555994826086953,0.18805334107262625,0.0,higher_in_group_a,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,rms_max,23,23,0.23399930308695654,0.24369858608695652,0.19243376,0.25761053,0.009699282999999975,0.08940194158031595,0.0,higher_in_group_b,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,peak_amplitude,23,23,0.6696511648260869,0.7242712873913043,0.56706476,0.78531277,0.05462012256521742,0.24471358967566997,0.0,higher_in_group_b,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,mean_amplitude,23,23,0.05410114624347827,0.04775491669565217,0.06089146,0.051705838,0.006346229547826099,0.38984920470634293,0.0,higher_in_group_a,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,std_amplitude,23,23,0.08594696113043479,0.08351777265217392,0.091357824,0.087387205,0.002429188478260874,0.08843191416044494,0.0,higher_in_group_a,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,dc_offset,23,23,-3.01898368973913e-05,4.368953939130434e-06,-3.5903742e-05,3.6146379e-05,3.4558790836521734e-05,0.2891165916523986,0.0,higher_in_group_b,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,zero_crossing_rate_mean,23,23,0.11177825830434783,0.14407974608695653,0.1068873,0.14534912,0.032301487782608704,1.697280715497716,0.0,higher_in_group_b,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,zero_crossing_rate_std,23,23,0.08657075039130435,0.12969086086956522,0.084597352,0.1311539,0.043120110478260865,1.9206492613963229,0.0,higher_in_group_b,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,clipping_ratio,23,23,5.113334273913044e-06,0.0,0.0,0.0,5.113334273913044e-06,0.5879386491521695,0.0,higher_in_group_a,moderate descriptive separation — possible candidate for later modeling; requires validation in later phases
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,silence_ratio,23,23,0.002116907000869565,0.03859122182565217,0.00085616438,0.022693997,0.036474314824782604,0.904875929640947,0.0,higher_in_group_b,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,active_audio_ratio,23,23,0.9978830939130434,0.961408777826087,0.99914384,0.977306,0.03647431608695639,0.9048759610291444,0.0,higher_in_group_a,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,spectral_centroid_mean,23,23,1517.9763652173915,1894.411639130435,1499.6372,1896.3357,376.4352739130436,1.8341125743636852,0.0,higher_in_group_b,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,spectral_centroid_std,23,23,790.4469060869563,1187.132108695652,750.57181,1181.413,396.6852026086957,2.253870693015004,0.0,higher_in_group_b,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,spectral_bandwidth_mean,23,23,1512.6039391304348,1674.5429304347824,1541.5497,1640.7286,161.9389913043476,0.9638459122773934,0.0,higher_in_group_b,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,spectral_bandwidth_std,23,23,440.6102891304348,472.72799,446.15107,478.34991,32.11770086956517,0.42565081419390843,0.0,higher_in_group_b,weak descriptive separation — treat carefully; requires validation in later phases
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,spectral_rolloff_mean,23,23,2946.1189304347827,3553.2825173913043,2845.5042,3590.9797,607.1635869565216,1.4245791271592618,0.0,higher_in_group_b,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
file,clean_human_vs_clean_ai_synthetic,human,ai_synthetic,spectral_rolloff_std,23,23,1497.2196717391305,1888.9645130434783,1473.3044,1853.0653,391.7448413043478,1.7277293917902274,0.0,higher_in_group_b,feature shows descriptive separation — possible candidate for later modeling; not a standalone detector
